temp,RH,wind,area
0.324758842,0.423529412,0.055555556,0
0.29903537,0.282352941,0.6,0
0.106109325,0.517647059,0.655555556,0
0.533762058,0.235294118,0.5,0
0.59807074,0.211764706,0.255555556,0
0.672025723,0.188235294,0.3,0
0.52733119,0.341176471,0.455555556,0
0.668810289,0.258823529,0.455555556,0
0.559485531,0.211764706,0.555555556,0
0.559485531,0.211764706,0.655555556,0
0.482315113,0.129411765,0.455555556,0
0.437299035,0.141176471,0.8,0
0.498392283,0.258823529,0.355555556,0
0.430868167,0.117647059,0.655555556,0
0.485530547,0.329411765,0.455555556,0
0.816720257,0.176470588,0.1,0
0.144694534,0.752941176,0.3,0
0.434083601,0.329411765,0.3,0
0.196141479,0.670588235,0.3,0
0.40192926,0.6,0.255555556,0
0.623794212,0.047058824,0.7,0
0.556270096,0.282352941,0.655555556,0
0.504823151,0.341176471,0.2,0
0.52733119,0.423529412,0.455555556,0
0.463022508,0.376470588,0.055555556,0
0.578778135,0.352941176,0.355555556,0
0.620578778,0,0.055555556,0
0.745980707,0.141176471,0.2,0
0.649517685,0.223529412,0.2,0
0.742765273,0.247058824,0.355555556,0
0.488745981,0.117647059,0.5,0
0.40192926,0.517647059,0.6,0
0.488745981,0.105882353,0.555555556,0
0.59807074,0.2,0.655555556,0
0.514469453,0.329411765,0.5,0
0.681672026,0.082352941,0.255555556,0
0.501607717,0.576470588,0.1,0
0.337620579,0.388235294,0.155555556,0
0.488745981,0.105882353,0.555555556,0
0.302250804,0.847058824,0.455555556,0
0.565916399,0.282352941,0.555555556,0
0.565916399,0.282352941,0.555555556,0
0.392282958,0.6,0.555555556,0
0.575562701,0.294117647,0.4,0
0.704180064,0.164705882,0.455555556,0
0.099678457,0.741176471,0.3,0
0.337620579,0.435294118,0.655555556,0
0.514469453,0.164705882,0.3,0
0.617363344,0.211764706,0.3,0
0.581993569,0.352941176,0.3,0
0.488745981,0.482352941,0.555555556,0
0.36977492,0.329411765,0.6,0
0.533762058,0.035294118,0.455555556,0
0.662379421,0.282352941,0.355555556,0
0.536977492,0.235294118,0.255555556,0
0.437299035,0.141176471,0.8,0
0.427652733,0.141176471,0.655555556,0
0.302250804,0.176470588,0.655555556,0
0.418006431,0.141176471,0.5,0
0.270096463,0.176470588,0.4,0
0.559485531,0.247058824,0.3,0
0.260450161,0.694117647,0.2,0
0.479099678,0.329411765,0.555555556,0
0.652733119,0.317647059,0.555555556,0
0.504823151,0.352941176,0.3,0
0.565916399,0.411764706,0.555555556,0
0.591639871,0.105882353,0.555555556,0
0.218649518,0.4,0.2,0
0.482315113,0.329411765,0.3,0
0.440514469,0.364705882,0.355555556,0
0.424437299,0.235294118,0.055555556,0
0.424437299,0.294117647,0.255555556,0
0.379421222,0.282352941,0.3,0
0.270096463,0.364705882,0.5,0
0.495176849,0.317647059,0.3,0
0.408360129,0.270588235,0.255555556,0
0.495176849,0.435294118,0.6,0
0.482315113,0.505882353,0.1,0
0.430868167,0.6,0.3,0
0.508038585,0.317647059,0.255555556,1
0.627009646,0.270588235,0.2,1
0.633440514,0.282352941,0.155555556,1
0.678456592,0.188235294,0.455555556,1
0.610932476,0.423529412,0.944444444,1
0.463022508,0.447058824,0.555555556,1
0.694533762,0.2,0.555555556,1
0.810289389,0.082352941,0.4,1
0.353697749,0.294117647,0.555555556,1
0.707395498,0.152941176,0.355555556,1
0.488745981,0.329411765,0.7,1
0.691318328,0.117647059,0.455555556,1
0.675241158,0.282352941,0.555555556,1
0.726688103,0.164705882,0.2,1
0.720257235,0.329411765,0.155555556,1
0.575562701,0.376470588,0.5,1
0.881028939,0.141176471,0.255555556,1
0.45659164,0.376470588,0.1,1
0.848874598,0.141176471,0.2,1
0.520900322,0.352941176,0.355555556,1
0.588424437,0.235294118,0.4,1
0.540192926,0.223529412,0.6,1
0.446945338,0.164705882,0.3,1
0.581993569,0.305882353,0.4,1
0.418006431,0.188235294,0.9,1
0.501607717,0.482352941,0.155555556,1
0.501607717,0.611764706,0.2,1
0.099678457,0.647058824,0.455555556,1
0.463022508,0.376470588,0.055555556,1
0.681672026,0.211764706,0.455555556,1
0.398713826,0.129411765,1,1
0.594855305,0.352941176,0.2,1
0.633440514,0.235294118,0.155555556,1
0.488745981,0.411764706,0.4,1
0.575562701,0.282352941,0.555555556,1
0.498392283,0.282352941,0.2,1
0.38585209,0.447058824,0.155555556,1
0.581993569,0.282352941,0.5,1
0.115755627,0.458823529,0.6,1
0.546623794,0.341176471,0.255555556,1
0.517684887,0.352941176,0.2,1
0.392282958,0.6,0.555555556,1
0.697749196,0.2,0.7,1
0.54340836,0.2,0.4,1
0.327974277,0.447058824,0.2,1
0.469453376,0.352941176,0.455555556,1
0.59807074,0.223529412,0.5,1
0.495176849,0.364705882,0.3,1
0.29903537,0.282352941,0.6,1
0.604501608,0.317647059,0.2,1
0.356913183,0.317647059,0.055555556,1
0.29903537,0.529411765,0.4,1
0.305466238,0.211764706,0.4,1
0.707395498,0.152941176,0.255555556,1
0.720257235,0.082352941,0.455555556,1
0.710610932,0.117647059,0.4,1
0.720257235,0.082352941,0.455555556,1
0.68488746,0.247058824,0.555555556,1
0.115755627,0.458823529,0.6,1
0.620578778,0,0.055555556,1
0.376205788,0.517647059,0.655555556,1
0.655948553,0.270588235,0.355555556,1
0.623794212,0.211764706,0.2,1
0.327974277,0.458823529,0.355555556,1
0.21221865,0.623529412,0.2,1
0.578778135,0.258823529,0.255555556,1
0.414790997,0.576470588,0.4,1
0.639871383,0.223529412,0.155555556,1
0.665594855,0.188235294,0.755555556,1
0.594855305,0.258823529,0.2,1
0.559485531,0.211764706,0.655555556,1
0.675241158,0.129411765,0.5,1
0.520900322,0.117647059,0.3,1
0.093247588,0.952941176,0.6,1
0.575562701,0.376470588,0.5,1
0.282958199,0.364705882,0.6,1
0.475884244,0.141176471,0.5,1
0.475884244,0.141176471,0.5,1
0.47266881,0.529411765,0.1,1
0.327974277,0.682352941,0.655555556,1
0.553054662,0.047058824,0.1,1
0.418006431,0.141176471,0.3,1
0.450160772,0.517647059,0.3,1
0.52733119,0.4,0.355555556,1
0.282958199,0.364705882,0.6,1
0.360128617,0.752941176,0.355555556,1
0.424437299,0.494117647,0.455555556,1
0.665594855,0.282352941,0.5,1
0.446945338,0.341176471,0.4,1
0.575562701,0.223529412,0.455555556,1
0.839228296,0.129411765,0.3,1
0.45659164,0.329411765,0.4,1
0.778135048,0.070588235,0.455555556,1
0.823151125,0.141176471,0.3,1
0.530546624,0.329411765,0.255555556,1
0.710610932,0.247058824,0.3,1
0.498392283,0.117647059,0.3,1
0.559485531,0.305882353,0.6,1
0.514469453,0.364705882,0.155555556,1
0.533762058,0.294117647,0.2,1
0.736334405,0.141176471,0.4,1
0.360128617,0.705882353,0.155555556,0
0.418006431,0.423529412,0.255555556,0
0.466237942,0.058823529,0.3,0
0.424437299,0.6,0.4,1
0.633440514,0.682352941,0.8,0
0.649517685,0.458823529,0.8,1
0.790996785,0.270588235,0.655555556,1
0.75562701,0.282352941,0.555555556,1
0.594855305,0.647058824,0.2,1
0.852090032,0.152941176,0.255555556,0
0.627009646,0.294117647,0,1
0.790996785,0.117647059,0.3,1
0.70096463,0.247058824,0.3,1
0.639871383,0.258823529,0.355555556,1
0.617363344,0.270588235,0.255555556,1
0.536977492,0.305882353,0.3,1
0.646302251,0.364705882,0.4,0
0.697749196,0.305882353,0.2,1
0.617363344,0.341176471,0.255555556,1
0.591639871,0.517647059,0.055555556,0
0.691318328,0.294117647,0.155555556,1
0.839228296,0.2,0.4,1
0.289389068,0.811764706,0.8,1
0.617363344,0.317647059,0.3,1
0.549839228,0.282352941,0.355555556,1
0.63022508,0.447058824,0.3,1
0.639871383,0.458823529,0.8,1
0.553054662,0.470588235,0.4,1
0.691318328,0.105882353,0.3,0
0.604501608,0.2,0.3,0
0.54340836,0.447058824,0.255555556,1
0.63022508,0.482352941,0.3,1
0.575562701,0.505882353,0.455555556,1
0.578778135,0.376470588,0.4,1
0.083601286,0.494117647,0.9,1
0.093247588,0.541176471,0.844444444,1
0.093247588,0.541176471,0.5,1
0.077170418,0.070588235,0.9,1
0.077170418,0.070588235,0.9,1
0.077170418,0.070588235,0.9,1
0.077170418,0.070588235,0.9,1
0,0.517647059,0.5,1
0.093247588,0.105882353,0.9,1
0.064308682,0.423529412,0.4,0
0.21221865,0.235294118,0.3,1
0.170418006,0.364705882,0.844444444,1
0.681672026,0.294117647,0.655555556,0
0.334405145,0.882352941,0.8,0
0.639871383,0.4,0.255555556,0
0.707395498,0.2,0.155555556,0
0.710610932,0.176470588,0.155555556,0
0.530546624,0.447058824,0.155555556,0
0.742765273,0.282352941,0.055555556,1
0.665594855,0.294117647,0.1,1
0.794212219,0.152941176,0.555555556,1
0.479099678,0.611764706,0.355555556,1
0.643086817,0.388235294,0.1,0
0.389067524,0.364705882,0.155555556,1
0.424437299,0.352941176,0.2,0
0.559485531,0.329411765,0.5,0
0.270096463,0.882352941,0.255555556,0
0.594855305,0.117647059,0.5,0
0.54340836,0.282352941,0.555555556,1
0.546623794,0.270588235,0.455555556,0
0.546623794,0.270588235,0.455555556,0
0.292604502,0.929411765,0.5,0
0.540192926,0.435294118,0.2,0
0.479099678,0.447058824,0.555555556,1
0.694533762,0.235294118,0.355555556,1
0.443729904,0.352941176,0.155555556,0
0.729903537,0.141176471,0.2,0
0.742765273,0.141176471,0.255555556,0
0.726688103,0.152941176,0.155555556,1
0.321543408,0.741176471,0.655555556,0
0.710610932,0.141176471,0.5,0
0.562700965,0.305882353,0.155555556,1
0.524115756,0.176470588,0.255555556,0
0.52733119,0.105882353,0.6,0
0.546623794,0.105882353,0.5,1
0.623794212,0.141176471,0.2,0
0.623794212,0.152941176,0.655555556,1
0.536977492,0.223529412,0.755555556,1
0.469453376,0.152941176,0.4,1
0.469453376,0.152941176,0.4,1
0.344051447,0.282352941,0.255555556,1
0.36977492,0.482352941,0.155555556,1
0.707395498,0.141176471,0.3,0
0.704180064,0.141176471,0.3,0
0.610932476,0.2,0.2,0
0.562700965,0.235294118,0.155555556,0
0.68488746,0.141176471,0.4,1
0.707395498,0.141176471,0.3,1
0.620578778,0.152941176,0.455555556,1
0.479099678,0.305882353,0.2,1
0.511254019,0.458823529,0.3,1
0.508038585,0.423529412,0.555555556,0
0.24437299,0.835294118,0.155555556,0
0.549839228,0.341176471,0.2,0
0.668810289,0.223529412,0.2,1
0.659163987,0.235294118,0.2,1
0.585209003,0.305882353,0.155555556,1
0.549839228,0.341176471,0.2,1
0.434083601,0.423529412,0.2,0
0.591639871,0.258823529,0.155555556,0
0.440514469,0.423529412,0.455555556,1
0.321543408,0.6,0.5,1
0.469453376,0.329411765,0.3,1
0.61414791,0.235294118,0.2,1
0.254019293,0.705882353,0.355555556,0
0.488745981,0.494117647,0.455555556,0
0.340836013,0.576470588,0.355555556,1
0.254019293,0.705882353,0.355555556,1
0.424437299,0.447058824,0.655555556,1
0.591639871,0.329411765,0.355555556,1
0.565916399,0.376470588,0.255555556,1
0.530546624,0.411764706,0.2,1
0.59807074,0.235294118,0.5,1
0.59807074,0.235294118,0.5,1
0.440514469,0.470588235,0.355555556,0
0.562700965,0.282352941,0.255555556,0
0.607717042,0.282352941,0.2,1
0.520900322,0.317647059,0.2,1
0.485530547,0.352941176,0.4,1
0.418006431,0.576470588,0.3,1
0.440514469,0.447058824,0.2,1
0.607717042,0.235294118,0.255555556,1
0.559485531,0.352941176,0.3,1
0.440514469,0.270588235,0.555555556,1
0.45659164,0.141176471,0.355555556,0
0.469453376,0.376470588,0.5,1
0.372990354,0.729411765,0.8,0
0.372990354,0.729411765,0.8,1
0.38585209,0.505882353,0.4,0
0.263665595,0.705882353,0.055555556,0
0.581993569,0.317647059,0.255555556,0
0.260450161,0.741176471,0.4,1
0.424437299,0.494117647,0.5,1
0.607717042,0.458823529,0.2,0
0.633440514,0.317647059,0.2,1
0.209003215,0.423529412,0.6,0
0.096463023,1,0.055555556,0
0.549839228,0.282352941,0.755555556,1
0.450160772,0.564705882,0.255555556,1
0.836012862,0.164705882,0.155555556,1
0.588424437,0.505882353,0.255555556,1
0.61414791,0.341176471,0.455555556,1
0.601286174,0.411764706,0.2,1
0.591639871,0.470588235,0.555555556,1
0.302250804,0.388235294,0.555555556,0
0.678456592,0.223529412,0.3,1
0.678456592,0.223529412,0.3,0
0.170418006,0.658823529,0.655555556,1
0.594855305,0.364705882,0.255555556,1
0.633440514,0.329411765,0.4,1
0.418006431,0.047058824,0.8,0
0.099678457,0.623529412,0.155555556,0
0.254019293,0.552941176,0.155555556,1
0.585209003,0.470588235,0.5,1
0.710610932,0.211764706,0.355555556,1
0.762057878,0.2,0.3,0
0.829581994,0.223529412,0.455555556,0
0.829581994,0.223529412,0.455555556,1
0.662379421,0.364705882,0.4,1
0.733118971,0.247058824,0.4,0
0.61414791,0.305882353,0.355555556,0
0.63022508,0.223529412,0.2,1
0.826366559,0.141176471,0.2,0
0.475884244,0.611764706,0.5,1
0.38585209,0.364705882,0.4,0
0.569131833,0.341176471,0.3,1
0.681672026,0.188235294,0.555555556,0
0.40192926,0.317647059,0.255555556,0
0.192926045,0.447058824,1,1
0.662379421,0.141176471,0.455555556,1
0.778135048,0.211764706,0.355555556,0
0.704180064,0.411764706,0.4,0
0.813504823,0.141176471,0.5,1
0.774919614,0.282352941,0.3,1
0.372990354,0.105882353,0.6,0
0.729903537,0.317647059,0.555555556,1
0.726688103,0.247058824,0.4,1
0.77170418,0.247058824,0.455555556,1
0.919614148,0.047058824,0.455555556,0
0.871382637,0.141176471,0.355555556,1
0.646302251,0.388235294,0.4,1
0.794212219,0.188235294,0.355555556,1
0.585209003,0.482352941,0.2,0
0.585209003,0.482352941,0.2,0
0.826366559,0.211764706,0.2,1
0.77170418,0.223529412,0.6,0
0.720257235,0.341176471,0.4,1
0.553054662,0.352941176,0.355555556,0
0.678456592,0.294117647,0.4,1
0.697749196,0.270588235,0.7,0
0.601286174,0.6,0.5,1
0.643086817,0.352941176,0.355555556,0
0.694533762,0.423529412,0.155555556,0
0.790996785,0.235294118,0.1,1
0.38585209,0.682352941,0.255555556,0
0.688102894,0.447058824,0.4,1
0.54340836,0.364705882,0.2,1
0.450160772,0.505882353,0.355555556,0
0.749196141,0.164705882,0.155555556,1
0.279742765,0.576470588,0.3,1
0.405144695,0.741176471,0.844444444,0
0.450160772,0.505882353,0.355555556,1
0.485530547,0.764705882,0.455555556,0
0.54340836,0.647058824,0.2,0
0.215434084,0.235294118,0.844444444,0
0.266881029,0.729411765,0.4,0
0.549839228,0.541176471,0.5,0
0.681672026,0.4,0.555555556,1
0.308681672,0.858823529,0.5,1
0.498392283,0.588235294,0.4,0
0.488745981,0.458823529,0.3,0
0.469453376,0.482352941,0.3,0
0.504823151,0.388235294,0.255555556,0
0.463022508,0.517647059,0.255555556,0
0.569131833,0.411764706,0.4,1
0.536977492,0.576470588,0.5,1
0.427652733,0.670588235,0.844444444,1
0.536977492,0.576470588,0.5,0
0.536977492,0.576470588,0.5,0
0.395498392,0.717647059,0.8,1
0.077170418,0.788235294,0.655555556,1
0.093247588,0.729411765,0.555555556,1
0.077170418,0.517647059,0.055555556,1
0.257234727,0.352941176,0.6,1
0.289389068,0.305882353,0.555555556,1
0.356913183,0.141176471,0.355555556,1
0.36977492,0.211764706,1,1
0.495176849,0.141176471,0.6,0
0.508038585,0.294117647,0.4,1
0.389067524,0.752941176,0.4,1
0.717041801,0.411764706,0.3,1
0.778135048,0.235294118,0.255555556,1
0.659163987,0.294117647,1,1
0.803858521,0.152941176,0.1,1
0.768488746,0.352941176,0.4,1
0.514469453,0.788235294,0.455555556,1
0.655948553,0.494117647,0.5,1
0.900321543,0.117647059,0.455555556,1
0.900321543,0.082352941,0.5,0
0.681672026,0.294117647,0.6,1
0.926045016,0.141176471,0.555555556,0
0.993569132,0.117647059,0.4,1
0.91318328,0.152941176,0.355555556,1
0.704180064,0.329411765,0.655555556,1
0.778135048,0.223529412,0.355555556,1
0.553054662,0.658823529,0.8,1
0.591639871,0.505882353,0.1,0
0.852090032,0.211764706,0.4,0
0.971061093,0.070588235,0.455555556,0
0.971061093,0.141176471,0.2,0
0.813504823,0.164705882,0.455555556,1
0.919614148,0.176470588,0.5,1
0.697749196,0.317647059,0.2,0
0.977491961,0.129411765,0.3,1
0.967845659,0.141176471,0.2,1
1,0.129411765,0.255555556,1
0.807073955,0.564705882,0.5,1
0.623794212,0.588235294,0.5,0
0.623794212,0.588235294,0.5,0
0.594855305,0.635294118,0.5,0
0.868167203,0.176470588,0.5,1
0.8585209,0.164705882,0.5,1
0.78778135,0.235294118,0.155555556,1
0.524115756,0.682352941,0.9,0
0.762057878,0.305882353,0.355555556,0
0.762057878,0.305882353,0.355555556,0
0.607717042,0.658823529,0.8,1
0.514469453,0.552941176,0.555555556,1
0.823151125,0.235294118,0.255555556,0
0.823151125,0.2,0.255555556,1
0.633440514,0.658823529,0.6,1
0.610932476,0.647058824,0.7,1
0.752411576,0.317647059,0.4,0
0.308681672,0.188235294,0.455555556,0
